# GET [h], theta [deg], phi [deg]
262.78168,115.68417,72.296045
262.78256,115.68329,72.28779
262.78348,115.68241,72.279535
262.78436,115.68284,72.270866
262.78528,115.6834,72.262158
262.78625,115.68401,72.252772
262.78714,115.68458,72.24406
262.78806,115.68515,72.235357
262.78897,115.68571,72.226648
262.78986,115.68628,72.217941
262.79077,115.68684,72.209228
262.79166,115.6874,72.200514
262.79257,115.68796,72.191801
262.79346,115.68852,72.183092
262.79443,115.68913,72.173717
262.79535,115.68969,72.165003
262.79626,115.69025,72.156289
262.79715,115.69081,72.147578
262.79807,115.69136,72.138872
262.79895,115.69193,72.130157
262.79987,115.69248,72.121443
262.80075,115.69198,72.112154
262.80167,115.69076,72.102448
262.80258,115.68955,72.092754
262.80353,115.68823,72.082308
262.80444,115.68701,72.072615
262.80536,115.6858,72.062915
262.80624,115.68458,72.053211
262.80716,115.68336,72.043518
262.80804,115.68214,72.03382
262.80896,115.68092,72.024121
262.80988,115.6797,72.014429
262.81076,115.67848,72.004725
262.81174,115.67716,71.994287
262.81265,115.67593,71.984589
262.81354,115.6747,71.974894
262.81445,115.67348,71.965202
262.81534,115.67225,71.955499
262.81625,115.67102,71.945809
262.81714,115.67238,71.937853
262.81805,115.68022,71.934237
262.81897,115.68804,71.930616
262.81985,115.69587,71.927001
262.82083,115.7043,71.923105
262.82175,115.71213,71.919476
262.82263,115.71995,71.915863
262.82355,115.72778,71.912238
262.82443,115.7356,71.908619
262.82535,115.74343,71.904997
262.82626,115.75126,71.90137
262.82715,115.75908,71.897749
262.82806,115.7669,71.894119
262.82904,115.77533,71.890208
262.82993,115.78315,71.88659
262.83084,115.79097,71.882958
262.83173,115.79879,71.879332
262.83264,115.80662,71.875692
262.83353,115.81444,71.87207
262.83444,115.82582,71.881943
262.83536,115.83728,71.892125
262.83624,115.84873,71.902298
262.83716,115.86019,71.912484
262.83813,115.87254,71.923445
262.83902,115.88399,71.933631
262.83994,115.89545,71.943811
262.84082,115.90692,71.953998
262.84174,115.91837,71.964179
262.84265,115.92983,71.974371
262.84354,115.94129,71.984555
262.84445,115.95275,71.994749
262.84534,115.96421,72.004941
262.8463,115.97655,72.01592
262.84723,115.98802,72.026107
262.8481,115.99948,72.036307
262.84903,116.01094,72.046497
262.84995,116.02241,72.0567
262.85083,116.03113,72.077504
262.85175,116.0385,72.103526
262.85263,116.04587,72.129545
262.85355,116.05324,72.155567
262.85443,116.0606,72.181592
262.8554,116.06852,72.209634
262.85632,116.07588,72.235664
262.8572,116.08324,72.261698
262.85812,116.09059,72.287741
262.85904,116.09793,72.313776
262.85992,116.10528,72.33983
262.86084,116.11261,72.365876
262.86172,116.11995,72.391926
262.86264,116.12728,72.417985
262.86362,116.13516,72.446044
262.8645,116.14248,72.472109
262.86542,116.1498,72.498171
262.86633,116.15711,72.524236
262.86722,116.14743,72.542546
262.86813,116.10793,72.547205
262.86902,116.06841,72.551865
262.86993,116.02891,72.556507
262.87082,115.98939,72.561138
262.87173,115.94988,72.565756
262.8727,115.90733,72.570715
262.8736,115.86782,72.575309
262.8745,115.8283,72.579892
262.87543,115.78879,72.584462
262.8763,115.74927,72.589027
262.87723,115.70976,72.593571
262.8781,115.67024,72.598107
262.87903,115.63073,72.602631
262.87994,115.5912,72.607146
262.8809,115.54865,72.612001
262.8818,115.50912,72.61648
262.88272,115.46961,72.620969
262.8836,115.4321,72.624019
262.88452,115.42901,72.602949
262.8854,115.42592,72.581881
262.88632,115.42283,72.560807
262.8872,115.41973,72.539735
262.88812,115.41663,72.51867
262.88904,115.41353,72.497616
262.89,115.41019,72.47493
262.8909,115.40708,72.453861
262.8918,115.40398,72.4328
262.8927,115.40087,72.411739
262.89362,115.39775,72.39068
262.8945,115.39462,72.369623
262.89542,115.3915,72.348559
262.89633,115.38838,72.327498
262.89722,115.38524,72.306444
262.8982,115.38188,72.283773
262.8991,115.37874,72.262721
262.9,115.37561,72.241669
262.9009,115.41269,72.208221
262.9018,115.46333,72.17054
262.9027,115.51394,72.13282
262.90363,115.56452,72.095043
262.9045,115.61508,72.05723
262.90543,115.66561,72.019372
262.9063,115.71612,71.981465
262.9073,115.77048,71.940582
262.9082,115.82093,71.902579
262.9091,115.87135,71.864525
262.91,115.92175,71.82643
262.9109,115.97212,71.788279
262.9118,116.02246,71.750089
262.91272,116.07278,71.711841
262.9136,116.12307,71.673555
262.91452,116.17333,71.635223
262.9155,116.22743,71.593877
262.91638,116.27763,71.555446
262.9173,116.3058,71.535851
262.91818,116.30595,71.540281
262.9191,116.30609,71.544717
262.92,116.30623,71.549154
262.9209,116.30638,71.553573
262.9218,116.30653,71.558002
262.9227,116.30668,71.562439
262.9236,116.30682,71.56688
262.9246,116.30697,71.571646
262.92548,116.30712,71.576083
262.9264,116.30726,71.580513
262.92728,116.30741,71.584943
262.9282,116.30756,71.589373
262.9291,116.3077,71.593809
262.93,116.30784,71.598246
262.9309,116.30798,71.602676
262.9318,116.30813,71.607106
262.93277,116.30828,71.611884
262.9337,116.3085,71.617982
262.93457,116.30925,71.634998
262.9355,116.31,71.652026
262.9364,116.31074,71.669048
262.9373,116.31148,71.686071
262.9382,116.31222,71.703094
262.9391,116.31295,71.720118
262.94,116.31368,71.737143
262.94098,116.31447,71.755476
262.94186,116.3152,71.772505
262.94278,116.31593,71.789534
262.9437,116.31665,71.806554
262.94458,116.31737,71.823585
262.9455,116.3181,71.840603
262.94638,116.31881,71.857634
262.9473,116.31952,71.874655
262.94818,116.32023,71.891687
262.9491,116.32095,71.908712
262.95007,116.32171,71.927049
262.95096,116.32204,71.944773
262.95187,116.32228,71.962635
262.9528,116.32252,71.980497
262.95367,116.32277,71.998358
262.9546,116.323,72.016232
262.95547,116.32323,72.034094
262.9564,116.32346,72.051963
262.9573,116.32369,72.06983
262.95825,116.32392,72.089071
262.95917,116.32415,72.106938
262.96008,116.32437,72.124805
262.96097,116.32458,72.142676
262.96188,116.3248,72.160533
262.96277,116.32502,72.178401
262.96368,116.32523,72.196268
262.96457,116.32543,72.214139
262.96548,116.32564,72.232002
262.9664,116.32584,72.249876
262.96735,116.32472,72.266293
262.96826,116.32232,72.278684
262.96918,116.31992,72.291075
262.97006,116.31752,72.303476
262.97098,116.31512,72.315865
262.97186,116.31272,72.328255
262.97278,116.31032,72.340654
262.9737,116.30791,72.353042
262.97458,116.3055,72.36543
262.97556,116.30291,72.378781
262.97647,116.30049,72.391168
262.97736,116.29809,72.403564
262.97827,116.29567,72.415949
262.97916,116.29326,72.428335
262.98007,116.29085,72.440729
262.98096,116.28843,72.453113
262.98187,116.28601,72.465508
262.9828,116.28358,72.477891
262.98367,116.28038,72.486633
262.98465,116.27133,72.470314
262.98557,116.26293,72.455167
262.98645,116.25453,72.440018
262.98737,116.24613,72.424868
262.98825,116.23773,72.409717
262.98917,116.22933,72.394577
262.99008,116.22092,72.379434
262.99097,116.21252,72.364292
262.99188,116.20411,72.349158
262.99286,116.19506,72.332857
262.99374,116.18666,72.31772
262.99466,116.17825,72.302587
262.99554,116.16984,72.287456
262.99646,116.16144,72.272325
262.99738,116.15303,72.257195
262.99826,116.14461,72.24207
262.99918,116.1362,72.226945
263.00006,116.1278,72.211828
263.00098,116.12064,72.187292
263.00195,116.11322,72.158709
263.00284,116.10632,72.132174
263.00375,116.09943,72.105646
263.00464,116.09252,72.079122
263.00555,116.08562,72.052597
263.00647,116.0787,72.026075
263.00735,116.07179,71.999559
263.00827,116.06487,71.973041
263.00916,116.05794,71.946526
263.01013,116.05049,71.917979
263.01105,116.04356,71.89147
263.01193,116.03662,71.864968
263.01285,116.02969,71.838463
263.01376,116.02274,71.811964
263.01465,116.01579,71.785466
263.01556,116.00884,71.758982
263.01645,116.00188,71.732491
263.01736,115.99744,71.714877
263.01825,115.99534,71.705574
263.01923,115.99309,71.695551
263.02014,115.99099,71.686244
263.02103,115.9889,71.676937
263.02194,115.98681,71.667629
263.02286,115.9847,71.658324
263.02374,115.98261,71.649018
263.02466,115.98051,71.639717
263.02554,115.97842,71.630405
263.02646,115.97632,71.621111
263.02744,115.97406,71.611091
263.02832,115.97196,71.601779
263.02924,115.96986,71.592482
263.03015,115.96775,71.583175
263.03104,115.96565,71.573875
263.03195,115.96356,71.564571
263.03284,115.96145,71.555268
263.03375,115.9596,71.550276
263.03467,115.95873,71.561561
263.03555,115.95785,71.572848
263.03653,115.95691,71.585004
263.03745,115.95603,71.596291
263.03833,115.95515,71.607572
263.03925,115.95427,71.618862
263.04013,115.95338,71.630142
263.04105,115.95251,71.641428
263.04193,115.95162,71.652719
263.04285,115.95074,71.663998
263.04376,115.94985,71.675289
263.0447,115.9489,71.687444
263.04562,115.948,71.698724
263.04654,115.94711,71.710014
263.04742,115.94622,71.721292
263.04834,115.94533,71.732581
263.04922,115.94444,71.743871
263.05014,115.94354,71.75515
263.05106,115.9426,71.76529
263.05194,115.94165,71.775307
263.05286,115.94068,71.785326
263.05383,115.93967,71.796117
263.05472,115.9387,71.806124
263.05563,115.93775,71.816145
263.05652,115.93678,71.826164
263.05743,115.93583,71.836185
263.05832,115.93487,71.846189
263.05923,115.93391,71.856206
263.06015,115.93295,71.866222
263.06104,115.93198,71.876244
263.062,115.93094,71.88703
263.06293,115.92998,71.897045
263.0638,115.92901,71.907061
263.06473,115.92804,71.91707
263.0656,115.92708,71.927086
263.06653,115.92611,71.937106
263.06744,115.92561,71.947541
263.06833,115.92542,71.958263
263.06924,115.92523,71.968996
263.07013,115.92503,71.979719
263.0711,115.92483,71.991279
263.07202,115.92463,72.002008
263.0729,115.92444,72.012735
263.07382,115.92424,72.02347
263.0747,115.92405,72.034192
263.07562,115.92385,72.044924
263.07654,115.92366,72.055651
263.07742,115.92345,72.06638
263.07834,115.92326,72.077106
263.0793,115.92304,72.088662
263.0802,115.92284,72.099394
263.08112,115.92264,72.110116
263.082,115.92243,72.12085
263.08292,115.92222,72.131571
263.08383,115.92189,72.142015
263.08472,115.92124,72.151735
263.08563,115.92059,72.161459
263.08652,115.91994,72.171183
263.08743,115.91927,72.180904
263.0884,115.91858,72.19138
263.0893,115.91791,72.2011
263.0902,115.91726,72.210817
263.09113,115.91661,72.220541
263.092,115.91595,72.230265
263.09293,115.91528,72.23999
263.0938,115.91463,72.249706
263.09473,115.91397,72.259425
263.0956,115.9133,72.26916
263.0966,115.91258,72.279622
263.0975,115.91192,72.289344
263.0984,115.91126,72.299067
263.0993,115.9106,72.308784
263.10022,115.90993,72.318503
263.1011,115.91023,72.328512
263.10202,115.91055,72.33852
263.1029,115.91087,72.348517
263.10382,115.91119,72.358525
263.10474,115.91151,72.368538
263.10568,115.91186,72.379318
263.1066,115.91218,72.389318
263.1075,115.91249,72.399327
263.1084,115.91281,72.409339
263.1093,115.91313,72.419342
263.1102,115.91344,72.429351
263.1111,115.91375,72.439359
263.112,115.91407,72.449367
263.1129,115.91437,72.459376
263.1139,115.91471,72.470155
263.11478,115.91502,72.480158
263.1157,115.91533,72.490172
263.1166,115.91565,72.500175
263.1175,115.9133,72.499158
263.1184,115.90966,72.492714
263.1193,115.90601,72.48627
263.1202,115.90237,72.479825
263.12112,115.89873,72.473393
263.12207,115.8948,72.466461
263.123,115.89115,72.460017
263.1239,115.88751,72.453579
263.1248,115.88386,72.447137
263.1257,115.88022,72.440707
263.1266,115.87658,72.434265
263.1275,115.87293,72.427824
263.12842,115.86928,72.421383
263.1293,115.86563,72.414954
263.13022,115.86199,72.408514
263.1312,115.85806,72.401583
263.13208,115.85442,72.395149
263.133,115.85077,72.38871
263.13388,115.84532,72.373721
263.1348,115.83667,72.343723
263.13568,115.82802,72.313722
263.1366,115.81936,72.283728
263.1375,115.8107,72.253742
263.1384,115.80203,72.223761
263.13937,115.79269,72.191475
263.1403,115.78402,72.161501
263.14117,115.77533,72.131527
263.1421,115.76664,72.101561
263.14297,115.75795,72.071595
263.1439,115.74927,72.041637
263.1448,115.74057,72.011683
263.1457,115.73186,71.981734
263.1466,115.72315,71.951789
263.1475,115.71444,71.921848
263.14847,115.70504,71.889601
263.14938,115.69632,71.859664
263.15027,115.68775,71.830595
263.15118,115.68189,71.816091
263.15207,115.67605,71.801588
263.15298,115.67019,71.787092
263.1539,115.66433,71.772586
263.1548,115.65848,71.758093
263.1557,115.65263,71.7436
263.15668,115.64631,71.727994
263.15756,115.64046,71.713504
263.15848,115.6346,71.699004
263.15936,115.62874,71.684517
263.16028,115.62287,71.670032
263.1612,115.61701,71.655536
263.16208,115.61116,71.641052
263.163,115.60529,71.62657
263.16388,115.59942,71.612078
263.1648,115.59356,71.597599
263.16577,115.58725,71.582004
263.16666,115.58138,71.567527
263.16757,115.57854,71.569799
263.16846,115.57674,71.577732
263.16937,115.57494,71.585668
263.1703,115.57313,71.593606
263.17117,115.57132,71.601543
263.1721,115.56951,71.609481
263.17297,115.56771,71.617405
263.17395,115.56575,71.625947
263.17487,115.56395,71.633882
263.17575,115.56214,71.641818
263.17667,115.56032,71.649754
263.17758,115.55852,71.657677
263.17847,115.5567,71.665608
263.17938,115.55489,71.673541
263.18027,115.55307,71.681472
263.18118,115.55126,71.689405
263.1821,115.54944,71.697329
263.18304,115.54749,71.705873
263.18396,115.54541,71.716691
263.18488,115.543,71.731172
263.18576,115.54058,71.745658
263.18668,115.53817,71.760132
263.18756,115.53575,71.774617
263.18848,115.53333,71.789101
263.18936,115.53091,71.803585
263.19028,115.52849,71.818063
263.19125,115.52588,71.833653
263.19214,115.52345,71.848139
263.19305,115.52102,71.862616
263.19397,115.51859,71.877096
263.19485,115.51615,71.891566
263.19577,115.51372,71.906056
263.19666,115.51128,71.920524
263.19757,115.50884,71.935002
263.1985,115.5064,71.949474
263.19937,115.50396,71.963945
263.20035,115.5013,71.979596
263.20126,115.49866,71.994531
263.20215,115.49602,72.009467
263.20306,115.49337,72.024402
263.20395,115.49072,72.039325
263.20486,115.48807,72.054265
263.20575,115.48542,72.069192
263.20667,115.48277,72.08413
263.20758,115.48011,72.099056
263.20853,115.47725,72.11513
263.20944,115.47459,72.130062
263.21036,115.47193,72.14499
263.21124,115.46927,72.159924
263.21216,115.4666,72.17484
263.21304,115.46394,72.189768
263.2143,115.46023,72.210431
263.21527,115.45735,72.226507
263.2162,115.45468,72.241431
263.21707,115.45288,72.253394
263.218,115.45438,72.254176
263.2189,115.45588,72.25496
263.2198,115.45739,72.255737
263.2207,115.45889,72.256525
263.2216,115.4604,72.257313
263.2225,115.46191,72.258089
263.2234,115.46342,72.258877
263.22437,115.46503,72.259716
263.22528,115.46654,72.260492
263.22617,115.46804,72.26128
263.22708,115.46955,72.262068
263.228,115.47105,72.262846
263.22888,115.47256,72.263634
263.2298,115.47406,72.264416
263.23068,115.47556,72.265194
263.2316,115.47708,72.265975
263.23257,115.47869,72.266825
263.23346,115.4802,72.267601
263.23438,115.48181,72.266366
263.2353,115.48344,72.264905
263.23618,115.48506,72.26345
263.2371,115.48669,72.261989
263.23798,115.48831,72.260528
263.2389,115.48993,72.259061
263.23978,115.49156,72.257606
263.2407,115.49318,72.256139
263.24167,115.49494,72.254574
263.24258,115.49655,72.253109
263.24347,115.49817,72.251653
263.2444,115.4998,72.250197
263.24527,115.50142,72.24873
263.2462,115.50305,72.247273
263.24707,115.50467,72.245808
263.248,115.50629,72.244346
263.2489,115.50792,72.242884
263.24985,115.50967,72.241313
263.25076,115.51106,72.239295
263.25168,115.51228,72.236877
263.25256,115.51349,72.23447
263.25348,115.51472,72.232068
263.25436,115.51595,72.229654
263.25528,115.51716,72.227242
263.2562,115.51839,72.224829
263.25708,115.51961,72.222427
263.258,115.52083,72.220014
263.25897,115.52215,72.217418
263.25986,115.52337,72.215005
263.26077,115.5246,72.212602
263.26166,115.52582,72.210189
263.26257,115.52704,72.207775
263.26346,115.52826,72.205373
263.26437,115.52948,72.20296
263.2653,115.53071,72.200545
263.26617,115.53192,72.198133
263.26715,115.53367,72.195772
263.26807,115.53641,72.194189
263.26895,115.53913,72.192597
263.26987,115.54186,72.191013
263.27075,115.54459,72.189419
263.27167,115.54731,72.187837
263.27258,115.55005,72.186243
263.27347,115.55277,72.184656
263.27438,115.55551,72.183065
263.27527,115.55823,72.181477
263.27625,115.56117,72.179766
263.27716,115.5639,72.178171
263.27805,115.56663,72.176583
263.27896,115.56936,72.174992
263.27985,115.57209,72.173404
263.28076,115.57482,72.171814
263.28168,115.57754,72.170224
263.28256,115.58027,72.168635
263.28348,115.583,72.167043
263.28445,115.86575,72.260301
263.28534,116.1547,72.35579
263.28625,116.44388,72.451278
263.28714,116.73327,72.546786
263.28806,117.02287,72.642328
263.28897,117.31269,72.737907
263.28986,117.60271,72.833532
263.29077,117.89294,72.929197
263.29166,118.18338,73.024944
263.29257,118.47401,73.120757
263.29355,118.78723,73.224026
263.29443,119.07827,73.320026
263.29535,119.3695,73.416116
263.29626,119.66091,73.512317
263.29715,119.95251,73.608646
263.29807,120.2443,73.705101
263.29895,120.53627,73.801704
263.29987,120.82841,73.898446
263.30075,121.16683,74.000647
263.30173,121.56555,74.114802
263.30264,121.93604,74.220955
263.30353,122.30679,74.327302
263.30444,122.67779,74.433849
263.30536,123.04903,74.540602
263.30624,123.42051,74.647605
263.30716,123.7922,74.754856
263.30804,124.16414,74.862394
263.30896,124.5363,74.970218
263.30988,124.90868,75.078372
263.31082,125.30994,75.195228
263.31174,125.68275,75.304107
263.31265,126.05577,75.413376
263.31354,126.42899,75.523042
263.31445,126.80239,75.633138
263.31534,127.176,75.7437
263.31625,127.54977,75.854745
263.31714,127.91978,75.936907
263.31805,128.28005,75.945627
263.31903,128.66816,75.954476
263.31992,129.0286,75.962188
263.32083,129.38912,75.969401
263.32175,129.74973,75.976125
263.32263,130.11043,75.982355
263.32355,130.47118,75.988073
263.32443,130.83202,75.993292
263.32535,131.19292,75.998002
263.32626,131.55393,76.002175
263.32715,131.91496,76.00585
263.32813,132.30387,76.009204
263.32904,132.66508,76.011761
263.32993,133.02638,76.013773
263.33084,133.38771,76.015247
263.33173,133.74914,76.016162
263.33264,134.1106,76.016532
263.33353,134.47216,76.016314
263.33444,134.82844,75.948656
263.33536,135.18452,75.878101
263.33633,135.56786,75.800517
263.33722,135.92377,75.726916
263.33813,136.27957,75.65181
263.33902,136.63528,75.575147
263.33994,136.99089,75.496912
263.34082,137.34639,75.417044
263.34174,137.70179,75.335514
263.34265,138.05713,75.252282
263.34354,138.41231,75.167311
263.34445,138.7674,75.080564
263.34543,139.14968,74.985092
263.3463,139.50452,74.89451
263.34723,139.85924,74.801992
263.3481,140.21382,74.707512
263.34903,140.56829,74.611003
263.34995,140.92263,74.512439
263.35083,141.3031,74.339934
263.35175,141.69594,74.128183
263.35263,142.08818,73.911952
263.3536,142.5099,73.673928
263.35452,142.90083,73.447978
263.3554,143.29108,73.217107
263.35632,143.68065,72.981166
263.3572,144.06952,72.740019
263.35812,144.45766,72.493485
263.35904,144.84505,72.241401
263.35992,145.23166,71.983589
263.36084,145.61748,71.719885
263.36172,146.00246,71.450063
263.3627,146.41609,71.152442
263.36362,146.79926,70.869309
263.3645,147.18151,70.579441
263.36542,147.56282,70.282616
263.36633,147.94314,69.9786
263.36722,148.28618,69.644079
263.36813,148.56422,69.262243
263.36902,148.84079,68.873801
263.36993,149.11585,68.478609
263.3709,149.41032,68.045318
263.3718,149.68213,67.635653
263.3727,149.95227,67.218769
263.3736,150.22072,66.794547
263.3745,150.48745,66.362814
263.37543,150.7524,65.923412
263.3763,151.01552,65.47618
263.37723,151.27677,65.020959
263.3781,151.53611,64.557578
263.3791,151.81316,64.049268
263.38,152.06831,63.568436
263.3809,152.32138,63.078923
263.3818,152.57229,62.580601
263.3854,153.59766,60.137433
263.38632,153.85574,59.411891
263.3872,154.10941,58.672399
263.38818,154.37751,57.860261
263.3891,154.6216,57.09133
263.39,154.86086,56.308038
263.3909,155.09517,55.51023
263.3918,155.32439,54.697826
263.3927,155.54837,53.870802
263.39362,155.767,53.029072
263.3945,155.98009,52.172625
263.39542,156.18752,51.301498
263.3964,156.4044,50.346973
263.39728,156.59961,49.445472
263.3982,156.7887,48.529483
263.3991,156.97155,47.599124
263.4,157.14798,46.65463
263.4009,157.24654,45.773553
263.4018,157.31559,44.912617
263.4027,157.37938,44.047077
263.40363,157.43783,43.177403
263.4045,157.49092,42.303961
263.4055,157.54206,41.359533
263.4064,157.58391,40.479491
263.4073,157.6203,39.596986
263.4082,157.65119,38.712385
263.4091,157.67658,37.826163
263.41,157.69647,36.9387
263.4109,157.71081,36.050528
263.4118,157.71963,35.162036
263.41272,157.72289,34.273731
263.41367,157.72023,33.317811
263.41458,157.71199,32.431317
263.4155,157.69824,31.546387
263.41638,157.67899,30.663441
263.4173,157.64444,29.728541
263.41818,157.59079,28.729119
263.4191,157.53011,27.735784
263.42,157.46245,26.749161
263.4209,157.38789,25.769796
263.4218,157.30652,24.79825
263.4228,157.21133,23.761389
263.42368,157.11604,22.807749
263.4246,157.01419,21.86348
263.42548,156.90588,20.929041
263.4264,156.7912,20.004788
263.42728,156.67026,19.09113
263.4282,156.54317,18.188434
263.4291,156.41003,17.296989
263.43,156.27096,16.41712
263.43097,156.11469,15.482783
263.4319,155.96367,14.627745
263.43277,155.80706,13.784965
263.4337,155.64014,12.962545
263.43457,155.43632,12.205429
263.4355,155.22806,11.462306
263.4364,155.01546,10.733197
263.4373,154.79863,10.018055
263.4382,154.57771,9.3167086
263.4391,154.35281,8.6291186
263.44006,154.10629,7.9038765
263.44098,153.8735,7.244393
263.44186,153.63706,6.5982726
263.44278,153.39709,5.9653891
263.4437,153.1537,5.3454853
263.44458,152.907,4.7385182
263.4455,152.65708,4.1442184
263.44638,152.40405,3.5624497
263.4473,152.14799,2.9930497
263.44827,151.86897,2.3934221
263.44916,151.60695,1.8490999
263.45007,151.34219,1.316496
263.45096,151.21855,1.1029374
263.45187,151.1251,0.95680762
263.4528,151.03144,0.81183317
263.45367,150.93759,0.66795201
263.4546,150.84353,0.52515643
263.45547,150.74927,0.38349268
263.4564,150.65482,0.2428815
263.45737,150.55289,0.092674874
263.45825,150.45805,-0.045699993
263.45917,150.36301,-0.18299211
263.46008,150.26779,-0.31920912
263.46097,150.17239,-0.45441097
263.46188,150.0768,-0.58856991
263.46277,149.98104,-0.7216588
263.46368,149.8851,-0.85373682
263.46457,149.78898,-0.98481111
263.46555,149.68527,-1.1248226
263.46646,149.5888,-1.2537822
263.46735,149.54182,-1.3522288
263.46826,149.54119,-1.4228838
263.46918,149.5405,-1.4935188
263.47006,149.53976,-1.5641672
263.47098,149.53898,-1.6347783
263.47186,149.53814,-1.7054199
263.47278,149.53725,-1.7760401
263.4737,149.53631,-1.8466734
263.47464,149.53524,-1.9227247
263.47556,149.53419,-1.9933142
263.47647,149.5331,-2.0639331
263.47736,149.53195,-2.1345464
263.47827,149.53075,-2.2051204
263.47916,149.52949,-2.2757223
263.48007,149.52819,-2.3463015
263.48096,149.52684,-2.4168915
263.48187,149.52544,-2.487441
263.48285,149.52387,-2.5634359
263.48376,149.52231,-2.5958376
263.48465,149.52049,-2.4840228
263.48557,149.51855,-2.372211
263.48645,149.51648,-2.2604206
263.48737,149.51427,-2.148635
263.48825,149.51194,-2.0368893
263.48917,149.50949,-1.9251675
263.49008,149.5069,-1.8134881
263.49097,149.50419,-1.7018174
263.49194,149.50112,-1.5815801
263.49286,149.49814,-1.4699498
263.49374,149.49503,-1.3583653
263.49466,149.49179,-1.2468107
263.49554,149.48843,-1.1353042
263.49646,149.48494,-1.0238129
263.49738,149.48132,-0.91233732
263.49826,149.47757,-0.8009127
263.49918,149.47369,-0.68952301
263.50015,149.46938,-0.56959853
263.50104,149.4807,-0.604244
263.50195,149.49367,-0.6548681
263.50284,149.50662,-0.70556172
263.50375,149.51955,-0.75630781
263.50464,149.53244,-0.80707228
263.50555,149.54531,-0.85792313
263.50647,149.55816,-0.90882645
263.50735,149.57097,-0.95976498
263.50827,149.58376,-1.0107728
263.50925,149.59751,-1.0657445
263.51013,149.61024,-1.1168609
263.51105,149.62295,-1.1680295
263.51193,149.63563,-1.2192502
263.51285,149.64829,-1.270523
263.51376,149.66092,-1.3218309
263.51465,149.67352,-1.3732079
263.51556,149.68609,-1.4246367
263.51645,149.69864,-1.4761177
263.51743,149.71344,-1.4947936
263.51834,149.72817,-1.4842946
263.51923,149.74291,-1.4738172
263.52014,149.75764,-1.4633271
263.52103,149.77237,-1.4527899
263.52194,149.7871,-1.4422575
263.52286,149.80182,-1.4317294
263.52374,149.81655,-1.4211713
263.52466,149.83127,-1.4106007
263.52554,149.846,-1.4000345
263.52652,149.86185,-1.3886226
263.52744,149.87658,-1.3780301
263.52832,149.8913,-1.3673901
263.52924,149.90602,-1.3567719
263.53015,149.92073,-1.3461408
263.53104,149.93545,-1.3354623
263.53195,149.95017,-1.3248056
263.53284,149.96488,-1.3141188
263.53375,149.89098,-1.3990495
263.53473,149.44915,-1.8696976
263.5356,149.03691,-2.2918946
263.53653,148.62287,-2.7002364
263.53745,148.20712,-3.0951925
263.53833,147.78974,-3.4771517
263.53925,147.37082,-3.8465481
263.54013,146.95044,-4.203738
263.54105,146.52867,-4.5491256
263.54193,146.10558,-4.8830671
263.54285,145.68124,-5.205861
263.54382,145.22296,-5.5414275
263.5447,144.79626,-5.8421862
263.54562,144.36851,-6.1327872
263.54654,143.93978,-6.4135483
263.54742,143.51012,-6.6847227
263.54834,143.07958,-6.9466045
263.54922,142.64823,-7.1994248
263.55014,142.2161,-7.4434699
263.55106,141.60088,-7.8961326
263.552,140.9138,-8.383788
263.55292,140.27311,-8.8131463
263.55383,139.63006,-9.2207771
263.55472,138.98488,-9.6074754
263.55563,138.3378,-9.9739839
263.55652,137.68901,-10.320976
263.55743,137.03871,-10.64914
263.55832,136.38709,-10.959133
263.55923,135.73434,-11.251515
263.5602,135.03029,-11.547376
263.5611,134.37571,-11.805026
263.562,133.72051,-12.046735
263.56293,133.06484,-12.272985
263.5638,132.40885,-12.484245
263.56473,131.75267,-12.680962
263.5656,131.09647,-12.863515
263.56653,130.44035,-13.032315
263.56744,129.98512,-13.192233
263.56833,129.66696,-13.348832
263.5693,129.32394,-13.51234
263.57022,129.00512,-13.65943
263.5711,128.68602,-13.80205
263.57202,128.36669,-13.940242
263.5729,128.04716,-14.074049
263.57382,127.72745,-14.203554
263.5747,127.40759,-14.328796
263.57562,127.0876,-14.449828
263.57654,126.76753,-14.566686
263.5775,126.42277,-14.687956
263.5784,126.1026,-14.796353
263.5793,125.78242,-14.900727
263.5802,125.46227,-15.001159
263.58112,125.14215,-15.097675
263.582,124.82212,-15.190309
263.58292,124.50217,-15.279139
263.58383,124.29358,-15.337094
263.58472,124.36263,-15.326021
263.58563,124.43168,-15.314797
263.5866,124.50607,-15.302547
263.5875,124.57516,-15.291017
263.5884,124.64425,-15.279336
263.5893,124.71336,-15.267502
263.5902,124.78249,-15.255524
263.59113,124.85162,-15.243396
263.592,124.92077,-15.23111
263.59293,124.98993,-15.218687
263.5938,125.0591,-15.206097
263.5948,125.1336,-15.192385
263.5957,125.20279,-15.179488
263.5966,125.27201,-15.166427
263.5975,125.34121,-15.15323
263.5984,125.41044,-15.139875
263.5993,125.47968,-15.126354
263.60022,125.54893,-15.112698
263.6011,125.53339,-15.13555
263.60202,125.51596,-15.159181
263.6029,125.49852,-15.182787
263.60388,125.47973,-15.208178
263.6048,125.46227,-15.231728
263.60568,125.44479,-15.255253
263.6066,125.4273,-15.27875
263.6075,125.40979,-15.30222
263.6084,125.39227,-15.325663
263.6093,125.37474,-15.349081
263.6102,125.35719,-15.372472
263.6111,125.33963,-15.395834
263.6121,125.32071,-15.420963
263.61298,125.30312,-15.444272
263.6139,125.28552,-15.467554
263.61478,125.26791,-15.49081
263.6157,125.25029,-15.514038
