#GET [h], A15_xpos-J2000[km], A15_ypos-J2000[km], A15_zpos-J2000[km], A15_xvel-J2000[km/s], A15_yvel-J2000[km/s], A15_zvel-J2000[km/s],XRay_point_RA [h], XRay_point_DEC [deg]
225.01437,105214.9,-321122.14,-159648.2,-0.50462594,0.75931354,0.093732734,22.212944,-70.87488
225.01527,105213.27,-321119.68,-159647.9,-0.50436301,0.75931813,0.093850146,22.214815,-70.858744
225.01617,105211.63,-321117.22,-159647.59,-0.5041004,0.75932269,0.093967361,22.216689,-70.842597
225.01709,105209.96,-321114.7,-159647.28,-0.50383228,0.75932731,0.094086975,22.218461,-70.823672
225.01799,105208.33,-321112.24,-159646.98,-0.5035703,0.75933179,0.094203789,22.219989,-70.796594
225.01889,105206.7,-321109.78,-159646.67,-0.50330863,0.75933624,0.094320405,22.221505,-70.769516
225.01979,105205.07,-321107.32,-159646.36,-0.50304728,0.75934066,0.094436823,22.223018,-70.742438
225.02069,105203.44,-321104.86,-159646.06,-0.50278625,0.75934504,0.094553044,22.224522,-70.715358
225.02159,105201.82,-321102.4,-159645.75,-0.50252552,0.75934939,0.094669066,22.226026,-70.688275
225.02257,105200.04,-321099.72,-159645.42,-0.50224198,0.75935408,0.094795177,22.227624,-70.659119
225.02347,105198.42,-321097.25,-159645.11,-0.50198191,0.75935836,0.094910787,22.22911,-70.632032
225.02437,105196.79,-321094.79,-159644.8,-0.50172216,0.7593626,0.095026199,22.230591,-70.604942
225.02528,105195.15,-321092.3,-159644.49,-0.50145984,0.75936685,0.095142692,22.232058,-70.577865
225.02618,105193.53,-321089.84,-159644.18,-0.50120072,0.75937102,0.095257707,22.233522,-70.550776
225.02708,105191.9,-321087.38,-159643.87,-0.50094191,0.75937515,0.095372525,22.234981,-70.523691
225.02798,105190.28,-321084.92,-159643.56,-0.50068342,0.75937925,0.095487145,22.236436,-70.49659
225.02888,105188.66,-321082.46,-159643.25,-0.50042524,0.75938331,0.095601568,22.237881,-70.469501
225.02979,105187.02,-321079.97,-159642.94,-0.50016451,0.75938738,0.095717062,22.239315,-70.442421
225.03076,105185.28,-321077.32,-159642.6,-0.49988694,0.75939168,0.095839948,22.240857,-70.413244
225.03166,105183.66,-321074.86,-159642.29,-0.49962973,0.75939563,0.095953762,22.242287,-70.386145
225.03256,105182.04,-321072.4,-159641.98,-0.49937284,0.75939955,0.096067379,22.243705,-70.359046
225.03348,105180.39,-321069.88,-159641.66,-0.49911056,0.75940352,0.096183317,22.24511,-70.331971
225.03438,105178.77,-321067.42,-159641.35,-0.4988543,0.75940736,0.096296536,22.247286,-70.314707
225.03528,105177.15,-321064.96,-159641.04,-0.49859835,0.75941117,0.096409558,22.249503,-70.297989
225.03618,105175.54,-321062.5,-159640.72,-0.49834272,0.75941494,0.096522383,22.251715,-70.281256
225.03708,105173.93,-321060.04,-159640.41,-0.49808741,0.75941867,0.096635011,22.253917,-70.264525
225.03798,105172.31,-321057.58,-159640.1,-0.49783241,0.75942237,0.096747443,22.256124,-70.247782
225.0389,105170.67,-321055.06,-159639.77,-0.49757207,0.75942612,0.09686217,22.258312,-70.231052
225.03986,105168.95,-321052.44,-159639.44,-0.49730075,0.75942998,0.096981666,22.260681,-70.212979
225.04077,105167.32,-321049.95,-159639.12,-0.49704391,0.75943361,0.097094732,22.262865,-70.196226
225.04167,105165.71,-321047.49,-159638.81,-0.49679019,0.75943716,0.097206358,22.265053,-70.179441
225.04257,105164.1,-321045.02,-159638.49,-0.4965368,0.75944067,0.097317787,22.267235,-70.162653
225.04347,105162.49,-321042.56,-159638.17,-0.49628372,0.75944415,0.09742902,22.269411,-70.145856
225.04437,105160.89,-321040.1,-159637.86,-0.49603095,0.75944759,0.097540057,22.271587,-70.129043
225.04527,105159.28,-321037.64,-159637.54,-0.4957785,0.75945099,0.097650898,22.273758,-70.112227
225.04617,105157.67,-321035.18,-159637.22,-0.49552637,0.75945436,0.097761543,22.27592,-70.095407
225.04709,105156.03,-321032.66,-159636.9,-0.49526895,0.75945776,0.097874444,22.278076,-70.078587
225.04805,105154.32,-321030.04,-159636.56,-0.4950007,0.75946126,0.097992035,22.280402,-70.060444
225.04897,105152.68,-321027.52,-159636.24,-0.49474396,0.75946459,0.098104518,22.282549,-70.043614
225.04987,105151.08,-321025.06,-159635.92,-0.49449312,0.7594678,0.098214357,22.284701,-70.026757
225.05077,105149.48,-321022.6,-159635.6,-0.49424259,0.75947097,0.098324,22.286688,-70.034315
225.05167,105147.88,-321020.14,-159635.28,-0.49399239,0.75947411,0.098433448,22.288597,-70.055628
225.05257,105146.28,-321017.68,-159634.96,-0.49374249,0.75947721,0.0985427,22.290514,-70.076927
225.05347,105144.68,-321015.22,-159634.64,-0.49349291,0.75948027,0.098651756,22.292434,-70.098225
225.05438,105143.07,-321012.73,-159634.32,-0.49324088,0.75948333,0.098761825,22.294353,-70.119527
225.05528,105141.47,-321010.27,-159634,-0.49299194,0.75948632,0.098870488,22.296289,-70.140797
225.05618,105139.87,-321007.81,-159633.68,-0.49274331,0.75948927,0.098978956,22.298221,-70.162078
225.05716,105138.14,-321005.13,-159633.33,-0.49247294,0.75949243,0.099096843,22.300305,-70.184993
225.05806,105136.54,-321002.66,-159633,-0.49222497,0.7594953,0.099204902,22.302257,-70.20625
225.05896,105134.95,-321000.2,-159632.68,-0.49197732,0.75949813,0.099312767,22.304207,-70.2275
225.05986,105133.35,-320997.74,-159632.36,-0.49172998,0.75950092,0.099420436,22.306165,-70.248746
225.06076,105131.76,-320995.28,-159632.04,-0.49148296,0.75950368,0.09952791,22.308125,-70.269983
225.06166,105130.17,-320992.82,-159631.71,-0.49123625,0.75950639,0.099635188,22.3101,-70.291201
225.06258,105128.54,-320990.3,-159631.38,-0.49098439,0.75950913,0.09974465,22.312062,-70.312444
225.06348,105126.95,-320987.84,-159631.06,-0.49073832,0.75951177,0.099851534,22.314043,-70.333654
225.06438,105125.36,-320985.38,-159630.74,-0.49049257,0.75951437,0.099958224,22.316027,-70.354858
225.06535,105123.65,-320982.73,-159630.39,-0.49022806,0.75951712,0.10007299,22.31817,-70.377682
225.06625,105122.06,-320980.27,-159630.06,-0.48998297,0.75951964,0.10017928,22.320165,-70.39887
225.06715,105120.48,-320977.8,-159629.74,-0.48973819,0.75952212,0.10028537,22.321575,-70.421011
225.06805,105118.89,-320975.34,-159629.41,-0.48949373,0.75952456,0.10039126,22.321784,-70.445109
225.06895,105117.31,-320972.88,-159629.09,-0.48924958,0.75952696,0.10049697,22.321994,-70.469203
225.06985,105115.72,-320970.42,-159628.76,-0.48900575,0.75952933,0.10060247,22.322203,-70.493295
225.07077,105114.1,-320967.91,-159628.43,-0.48875683,0.7595317,0.10071012,22.322405,-70.517411
225.07167,105112.52,-320965.44,-159628.1,-0.48851364,0.75953398,0.10081523,22.322615,-70.541503
225.07257,105110.94,-320962.98,-159627.77,-0.48827077,0.75953623,0.10092015,22.322826,-70.5656
225.07347,105109.36,-320960.52,-159627.44,-0.48802821,0.75953843,0.10102488,22.323036,-70.589691
225.07445,105107.64,-320957.84,-159627.09,-0.48776445,0.75954079,0.10113869,22.323259,-70.615645
225.07535,105106.06,-320955.38,-159626.76,-0.48752256,0.75954291,0.10124301,22.32347,-70.639733
225.07625,105104.48,-320952.92,-159626.43,-0.48728098,0.75954499,0.10134713,22.323681,-70.66383
225.07715,105102.9,-320950.46,-159626.1,-0.48703972,0.75954703,0.10145107,22.323894,-70.687914
225.07805,105101.32,-320948,-159625.77,-0.48679877,0.75954903,0.1015548,22.324105,-70.712011
225.07896,105099.73,-320945.51,-159625.44,-0.48655547,0.75955102,0.10165949,22.324316,-70.7361
225.07986,105098.15,-320943.05,-159625.11,-0.48631516,0.75955294,0.10176284,22.32453,-70.760186
225.08076,105096.58,-320940.58,-159624.78,-0.48607517,0.75955482,0.101866,22.324742,-70.784277
225.08167,105094.99,-320938.1,-159624.45,-0.48583283,0.75955668,0.1019701,22.324952,-70.808371
225.08264,105093.29,-320935.44,-159624.09,-0.48557488,0.75955862,0.10208085,22.325184,-70.834302
225.08354,105091.72,-320932.98,-159623.76,-0.48533586,0.75956038,0.1021834,22.325324,-70.857834
225.08444,105090.15,-320930.52,-159623.43,-0.48509717,0.7595621,0.10228576,22.322514,-70.858707
225.08534,105088.57,-320928.06,-159623.1,-0.48485879,0.75956377,0.10238793,22.319701,-70.859567
225.08624,105087,-320925.6,-159622.76,-0.48462073,0.75956541,0.1024899,22.316885,-70.860422
225.08716,105085.4,-320923.08,-159622.42,-0.4843777,0.75956704,0.10259394,22.314064,-70.861292
225.08806,105083.83,-320920.62,-159622.09,-0.48414028,0.75956859,0.10269553,22.311248,-70.862123
225.08896,105082.26,-320918.16,-159621.76,-0.48390318,0.7595701,0.10279692,22.308434,-70.862937
225.08986,105080.7,-320915.7,-159621.42,-0.4836664,0.75957157,0.10289812,22.305615,-70.863753
225.09076,105079.13,-320913.24,-159621.09,-0.48342993,0.759573,0.10299912,22.302796,-70.864553
225.09174,105077.42,-320910.56,-159620.73,-0.4831728,0.75957452,0.10310888,22.299754,-70.865416
225.09264,105075.86,-320908.1,-159620.39,-0.482937,0.75957586,0.10320948,22.296938,-70.866193
225.09354,105074.3,-320905.63,-159620.06,-0.48270151,0.75957716,0.10330989,22.294117,-70.866965
225.09445,105072.72,-320903.15,-159619.72,-0.48246373,0.75957844,0.10341122,22.29129,-70.867728
225.09535,105071.15,-320900.68,-159619.38,-0.48222888,0.75957966,0.10351124,22.288464,-70.868481
225.09625,105069.59,-320898.22,-159619.05,-0.48199435,0.75958084,0.10361106,22.285643,-70.869215
225.09715,105068.03,-320895.76,-159618.71,-0.48176014,0.75958197,0.1037107,22.28282,-70.869935
225.09805,105066.47,-320893.3,-159618.38,-0.48152624,0.75958307,0.10381014,22.279995,-70.870658
225.09895,105064.91,-320890.84,-159618.04,-0.48129266,0.75958412,0.10390939,22.277172,-70.871354
225.09993,105063.21,-320888.16,-159617.67,-0.48103868,0.75958522,0.10401724,22.274121,-70.872116
225.10083,105061.65,-320885.7,-159617.33,-0.48080577,0.75958619,0.10411609,22.272261,-70.866617
225.10173,105060.1,-320883.24,-159617,-0.48057318,0.75958711,0.10421474,22.270791,-70.858669
225.10265,105058.51,-320880.72,-159616.65,-0.48033574,0.75958801,0.10431539,22.26931,-70.850731
225.10355,105056.95,-320878.26,-159616.31,-0.48010379,0.75958885,0.10441366,22.267839,-70.842781
225.10445,105055.4,-320875.8,-159615.97,-0.47987215,0.75958965,0.10451173,22.266368,-70.834825
225.10535,105053.84,-320873.34,-159615.64,-0.47964084,0.7595904,0.10460961,22.264898,-70.826873
225.10625,105052.29,-320870.88,-159615.3,-0.47940984,0.75959112,0.1047073,22.263434,-70.818896
225.10715,105050.73,-320868.42,-159614.96,-0.47917916,0.75959179,0.1048048,22.261965,-70.810945
225.10806,105049.17,-320865.93,-159614.61,-0.47894624,0.75959242,0.10490319,22.260495,-70.802986
225.10902,105047.51,-320863.3,-159614.25,-0.47870087,0.75959304,0.10500677,22.258918,-70.7944
225.10992,105045.96,-320860.84,-159613.91,-0.47847117,0.75959358,0.10510367,22.257451,-70.786434
225.11084,105044.38,-320858.32,-159613.56,-0.4782367,0.75959409,0.10520253,22.255979,-70.778479
225.11174,105042.83,-320855.86,-159613.22,-0.47800764,0.75959454,0.10529905,22.254514,-70.770517
225.11264,105041.28,-320853.4,-159612.88,-0.4777789,0.75959495,0.10539538,22.25305,-70.762538
225.11354,105039.73,-320850.94,-159612.54,-0.47755049,0.75959531,0.10549152,22.251586,-70.75457
225.11444,105038.18,-320848.48,-159612.2,-0.47732239,0.75959563,0.10558746,22.250124,-70.746591
225.11534,105036.64,-320846.02,-159611.85,-0.4770946,0.75959591,0.10568321,22.248661,-70.738614
225.11626,105035.06,-320843.5,-159611.5,-0.47686209,0.75959615,0.1057809,22.247195,-70.730644
225.11722,105033.41,-320840.88,-159611.14,-0.47661982,0.75959636,0.10588261,22.245376,-70.723276
225.11812,105031.87,-320838.42,-159610.79,-0.47639302,0.7595965,0.10597778,22.243304,-70.718306
225.11903,105030.31,-320835.93,-159610.45,-0.47616403,0.7595966,0.1060738,22.24123,-70.71335
225.11993,105028.76,-320833.47,-159610.1,-0.47593787,0.75959666,0.10616858,22.23916,-70.708371
225.12083,105027.22,-320831.01,-159609.76,-0.47571204,0.75959668,0.10626316,22.23709,-70.703384
225.12173,105025.68,-320828.54,-159609.41,-0.47548646,0.75959664,0.1063576,22.235019,-70.698406
225.12263,105024.14,-320826.08,-159609.07,-0.47526113,0.75959656,0.1064519,22.232951,-70.693411
225.12354,105022.58,-320823.6,-159608.72,-0.47503354,0.75959643,0.10654711,22.230878,-70.688423
225.12445,105021.03,-320821.11,-159608.37,-0.47480619,0.75959624,0.10664219,22.228809,-70.68343
225.12535,105019.49,-320818.65,-159608.03,-0.47458159,0.75959601,0.10673608,22.226741,-70.678417
225.12631,105017.85,-320816.02,-159607.66,-0.47434227,0.75959571,0.10683609,22.224521,-70.673012
225.12723,105016.28,-320813.51,-159607.3,-0.47411317,0.75959537,0.10693179,22.222448,-70.668008
225.12813,105014.74,-320811.04,-159606.96,-0.4738893,0.75959499,0.10702528,22.220381,-70.662987
225.12903,105013.21,-320808.58,-159606.61,-0.47366567,0.75959456,0.10711863,22.218317,-70.657963
225.12993,105011.68,-320806.12,-159606.26,-0.47344227,0.75959409,0.10721186,22.216254,-70.652927
225.13083,105010.14,-320803.66,-159605.91,-0.47321911,0.75959356,0.10730495,22.214187,-70.64789
225.13173,105008.61,-320801.2,-159605.57,-0.47299618,0.75959299,0.10739791,22.212129,-70.642836
225.13264,105007.06,-320798.71,-159605.21,-0.47277102,0.75959237,0.10749176,22.210065,-70.637801
225.13354,105005.53,-320796.25,-159604.87,-0.47254857,0.7595917,0.10758446,22.208022,-70.632934
225.13452,105003.86,-320793.57,-159604.49,-0.47230661,0.75959092,0.10768524,22.206747,-70.63595
225.13542,105002.33,-320791.11,-159604.14,-0.47208465,0.75959016,0.10777767,22.205567,-70.638734
225.13632,105000.8,-320788.65,-159603.79,-0.47186293,0.75958935,0.10786996,22.204384,-70.64152
225.13722,104999.27,-320786.19,-159603.44,-0.47164143,0.75958849,0.10796212,22.203202,-70.644304
225.13812,104997.75,-320783.73,-159603.09,-0.47142018,0.75958759,0.10805415,22.202022,-70.647072
225.13902,104996.22,-320781.27,-159602.74,-0.47119915,0.75958664,0.10814605,22.200839,-70.64985
225.13992,104994.69,-320778.81,-159602.39,-0.47097836,0.75958565,0.10823782,22.199657,-70.652621
225.14084,104993.13,-320776.29,-159602.03,-0.4707529,0.75958458,0.1083315,22.198467,-70.655417
225.14174,104991.61,-320773.83,-159601.68,-0.47053258,0.75958349,0.10842301,22.19728,-70.658192
225.14264,104990.09,-320771.37,-159601.33,-0.47031249,0.75958236,0.10851439,22.196102,-70.660947
225.14362,104988.43,-320768.69,-159600.94,-0.4700731,0.75958108,0.10861375,22.194822,-70.663942
225.14452,104986.9,-320766.23,-159600.59,-0.46985349,0.75957985,0.10870486,22.193638,-70.666702
225.14542,104985.38,-320763.77,-159600.24,-0.46963412,0.75957858,0.10879585,22.192452,-70.669463
225.14632,104983.86,-320761.31,-159599.89,-0.46941497,0.75957727,0.10888671,22.191264,-70.672225
225.14722,104982.34,-320758.85,-159599.53,-0.46919606,0.75957591,0.10897743,22.190081,-70.674975
225.14813,104980.8,-320756.36,-159599.18,-0.46897494,0.75957449,0.10906904,22.188893,-70.677734
225.14903,104979.29,-320753.9,-159598.82,-0.46875649,0.75957304,0.10915952,22.187703,-70.68049
225.14993,104977.77,-320751.44,-159598.47,-0.46853826,0.75957155,0.10924986,22.186517,-70.683248
225.15083,104976.25,-320748.98,-159598.12,-0.46832027,0.75957002,0.10934008,22.18652,-70.690753
225.15181,104974.6,-320746.3,-159597.73,-0.46808315,0.7595683,0.10943818,22.187029,-70.700888
225.15271,104973.08,-320743.84,-159597.38,-0.46786563,0.75956667,0.10952813,22.187505,-70.710284
225.15361,104971.57,-320741.38,-159597.02,-0.46764834,0.759565,0.10961796,22.187984,-70.719679
225.15451,104970.05,-320738.92,-159596.67,-0.46743127,0.75956329,0.10970766,22.188464,-70.729075
225.15541,104968.54,-320736.46,-159596.31,-0.46721443,0.75956154,0.10979724,22.188942,-70.738462
225.15633,104966.99,-320733.95,-159595.95,-0.46699301,0.7595597,0.10988868,22.189413,-70.747875
225.15723,104965.48,-320731.49,-159595.59,-0.46677663,0.75955787,0.109978,22.189897,-70.757258
225.15813,104963.97,-320729.03,-159595.23,-0.46656047,0.75955598,0.1100672,22.190378,-70.766653
225.15903,104962.46,-320726.57,-159594.88,-0.46634454,0.75955406,0.11015628,22.190865,-70.776043
225.15993,104960.95,-320724.1,-159594.52,-0.46612883,0.7595521,0.11024523,22.19135,-70.78542
225.1609,104959.32,-320721.45,-159594.14,-0.4658966,0.75954993,0.11034096,22.191874,-70.795527
225.1618,104957.81,-320718.99,-159593.78,-0.46568136,0.75954788,0.11042965,22.19236,-70.804904
225.1627,104956.3,-320716.53,-159593.42,-0.46546634,0.75954579,0.11051822,22.192852,-70.814284
225.1636,104954.79,-320714.07,-159593.06,-0.46525155,0.75954366,0.11060666,22.193343,-70.823665
225.16452,104953.25,-320711.56,-159592.7,-0.46503221,0.75954144,0.11069694,22.193822,-70.833061
225.16542,104951.75,-320709.1,-159592.34,-0.46481787,0.75953922,0.11078514,22.194315,-70.842438
225.16632,104950.24,-320706.64,-159591.98,-0.46460375,0.75953696,0.11087321,22.194807,-70.851805
225.16722,104948.74,-320704.18,-159591.62,-0.46438985,0.75953467,0.11096116,22.19511,-70.862061
225.16812,104947.23,-320701.72,-159591.26,-0.46417617,0.75953233,0.11104899,22.19513,-70.873582
225.1691,104945.6,-320699.04,-159590.87,-0.46394375,0.75952975,0.11114448,22.195148,-70.885993
225.17,104944.1,-320696.58,-159590.51,-0.46373053,0.75952733,0.11123206,22.195172,-70.897513
225.1709,104942.59,-320694.12,-159590.15,-0.46351753,0.75952487,0.11131951,22.195193,-70.909037
225.1718,104941.09,-320691.66,-159589.79,-0.46330476,0.75952237,0.11140683,22.195218,-70.920544
225.17271,104939.58,-320689.17,-159589.42,-0.46308984,0.75951981,0.11149501,22.195236,-70.932074
225.17361,104938.08,-320686.71,-159589.06,-0.46287751,0.75951723,0.1115821,22.195258,-70.943586
225.17451,104936.58,-320684.25,-159588.7,-0.46266539,0.75951462,0.11166906,22.195284,-70.955105
225.17542,104935.06,-320681.77,-159588.33,-0.46245114,0.75951193,0.11175687,22.195303,-70.966627
225.17632,104933.56,-320679.31,-159587.97,-0.46223946,0.75950924,0.11184359,22.195326,-70.978142
225.17729,104931.95,-320676.65,-159587.58,-0.46201156,0.7595063,0.11193692,22.195352,-70.990541
225.17819,104930.46,-320674.19,-159587.22,-0.46180034,0.75950353,0.11202339,22.195378,-71.002055
225.1791,104928.94,-320671.71,-159586.85,-0.46158699,0.75950069,0.11211071,22.195401,-71.013562
225.18,104927.45,-320669.25,-159586.49,-0.4613762,0.75949784,0.11219694,22.195432,-71.025067
225.18091,104925.94,-320666.76,-159586.12,-0.46116329,0.75949493,0.11228401,22.195453,-71.036589
225.18181,104924.44,-320664.3,-159585.76,-0.46095293,0.75949201,0.11237,22.195477,-71.048101
225.18271,104922.95,-320661.84,-159585.39,-0.46074279,0.75948905,0.11245587,22.195504,-71.059608
225.18361,104921.46,-320659.38,-159585.03,-0.46053287,0.75948605,0.11254163,22.196106,-71.068318
225.18451,104919.97,-320656.92,-159584.66,-0.46032316,0.75948302,0.11262727,22.201761,-71.052202
225.18541,104918.48,-320654.46,-159584.3,-0.46011366,0.75947995,0.11271278,22.207409,-71.036048
225.18639,104916.86,-320651.78,-159583.9,-0.45988579,0.75947657,0.11280577,22.21348,-71.018581
225.18729,104915.37,-320649.32,-159583.54,-0.45967674,0.75947342,0.11289104,22.219112,-71.002307
225.1882,104913.86,-320646.84,-159583.17,-0.45946559,0.75947021,0.11297714,22.224727,-70.985988
225.1891,104912.37,-320644.38,-159582.8,-0.45925697,0.75946699,0.11306218,22.230338,-70.969617
225.19,104910.89,-320641.92,-159582.43,-0.45904856,0.75946374,0.1131471,22.235942,-70.95319
225.1909,104909.4,-320639.46,-159582.07,-0.45884036,0.75946045,0.1132319,22.241536,-70.936709
225.1918,104907.91,-320637,-159581.7,-0.45863238,0.75945713,0.11331659,22.247121,-70.920176
225.1927,104906.43,-320634.54,-159581.33,-0.45842461,0.75945378,0.11340116,22.252701,-70.903587
225.1936,104904.95,-320632.08,-159580.96,-0.45821705,0.75945038,0.11348561,22.258268,-70.886956
225.19458,104903.33,-320629.4,-159580.56,-0.45799127,0.75944665,0.11357744,22.26425,-70.868985
225.19548,104901.85,-320626.94,-159580.2,-0.45778415,0.75944319,0.11366166,22.269797,-70.852246
