#GET [h], A15_xpos-J2000[km], A15_ypos-J2000[km], A15_zpos-J2000[km], A15_xvel-J2000[km/s], A15_yvel-J2000[km/s], A15_zvel-J2000[km/s],XRay_point_RA [h], XRay_point_DEC [deg]
249.55667,91433.116,-248719.75,-136888.08,-0.14185705,0.94426827,0.3414221,18.903938,68.29786
249.55757,91432.656,-248716.69,-136886.98,-0.14186024,0.94428,0.34142886,18.904036,68.272088
249.55847,91432.195,-248713.63,-136885.87,-0.14186343,0.94429173,0.34143562,18.904138,68.24634
249.55937,91431.735,-248710.57,-136884.77,-0.14186662,0.94430346,0.34144238,18.904236,68.220584
249.56027,91431.274,-248707.51,-136883.66,-0.14186981,0.94431519,0.34144914,18.904339,68.194835
249.56125,91430.773,-248704.18,-136882.45,-0.14187329,0.94432796,0.3414565,18.904446,68.167096
249.56215,91430.312,-248701.12,-136881.35,-0.14187648,0.94433969,0.34146326,18.904546,68.141343
249.56305,91429.852,-248698.06,-136880.24,-0.14187967,0.94435142,0.34147002,18.904649,68.115598
249.56396,91429.386,-248694.97,-136879.12,-0.1418829,0.94436328,0.34147686,18.90475,68.089841
249.56487,91428.92,-248691.87,-136878.01,-0.14188613,0.94437514,0.34148369,18.904853,68.064105
249.56577,91428.46,-248688.81,-136876.9,-0.14188932,0.94438688,0.34149045,18.904957,68.038366
249.56667,91427.999,-248685.75,-136875.79,-0.14189251,0.94439861,0.34149721,18.905061,68.012629
249.56757,91427.539,-248682.69,-136874.69,-0.1418957,0.94441034,0.34150398,18.903175,67.998451
249.56847,91427.078,-248679.63,-136873.58,-0.1418989,0.94442207,0.34151074,18.901275,67.984344
249.56938,91426.612,-248676.54,-136872.46,-0.14190213,0.94443394,0.34151757,18.899382,67.970245
249.57034,91426.121,-248673.28,-136871.28,-0.14190553,0.94444645,0.34152479,18.897344,67.955059
249.57124,91425.66,-248670.22,-136870.18,-0.14190873,0.94445818,0.34153155,18.895453,67.940939
249.57216,91425.189,-248667.09,-136869.05,-0.14191199,0.94447018,0.34153846,18.893567,67.926832
249.57306,91424.729,-248664.03,-136867.94,-0.14191519,0.94448191,0.34154522,18.89168,67.912703
249.57396,91424.268,-248660.97,-136866.83,-0.14191838,0.94449365,0.34155198,18.889795,67.898572
249.57486,91423.807,-248657.91,-136865.73,-0.14192158,0.94450538,0.34155875,18.887915,67.88444
249.57576,91423.347,-248654.85,-136864.62,-0.14192477,0.94451712,0.34156551,18.886036,67.870298
249.57666,91422.886,-248651.79,-136863.51,-0.14192797,0.94452885,0.34157227,18.884161,67.856159
249.57758,91422.415,-248648.66,-136862.38,-0.14193124,0.94454085,0.34157919,18.882286,67.842018
249.57854,91421.924,-248645.4,-136861.2,-0.14193465,0.94455336,0.3415864,18.880271,67.826768
249.57944,91421.463,-248642.34,-136860.1,-0.14193784,0.9445651,0.34159316,18.878403,67.81262
249.58035,91420.997,-248639.24,-136858.98,-0.14194108,0.94457697,0.3416,18.876537,67.798457
249.58125,91420.536,-248636.18,-136857.87,-0.14194427,0.9445887,0.34160676,18.874674,67.784299
249.58215,91420.075,-248633.12,-136856.77,-0.14194747,0.94460044,0.34161353,18.872808,67.770113
249.58305,91419.615,-248630.06,-136855.66,-0.14195067,0.94461218,0.34162029,18.870949,67.755948
249.58395,91419.154,-248627,-136854.55,-0.14195387,0.94462391,0.34162706,18.868846,67.745675
249.58485,91418.693,-248623.94,-136853.45,-0.14195707,0.94463565,0.34163382,18.866629,67.737205
249.58577,91418.222,-248620.81,-136852.32,-0.14196034,0.94464765,0.34164073,18.864418,67.728738
249.58667,91417.761,-248617.75,-136851.21,-0.14196354,0.94465939,0.3416475,18.862203,67.720239
249.58765,91417.259,-248614.42,-136850,-0.14196702,0.94467217,0.34165486,18.859823,67.711104
249.58855,91416.799,-248611.36,-136848.9,-0.14197022,0.94468391,0.34166163,18.857611,67.70259
249.58945,91416.338,-248608.3,-136847.79,-0.14197342,0.94469564,0.34166839,18.855405,67.694087
249.59035,91415.877,-248605.24,-136846.68,-0.14197662,0.94470738,0.34167516,18.8532,67.685583
249.59125,91415.416,-248602.18,-136845.58,-0.14197982,0.94471912,0.34168192,18.850995,67.677065
249.59215,91414.955,-248599.12,-136844.47,-0.14198303,0.94473086,0.34168869,18.848791,67.668536
249.59305,91414.494,-248596.06,-136843.36,-0.14198623,0.9447426,0.34169545,18.846593,67.660008
249.59396,91414.028,-248592.96,-136842.24,-0.14198946,0.94475447,0.34170229,18.844389,67.651448
249.59486,91413.567,-248589.9,-136841.14,-0.14199267,0.94476621,0.34170906,18.842193,67.642909
249.59584,91413.065,-248586.57,-136839.93,-0.14199615,0.944779,0.34171643,18.839827,67.633701
249.59674,91412.605,-248583.51,-136838.83,-0.14199936,0.94479074,0.34172319,18.837634,67.625145
249.59764,91412.144,-248580.45,-136837.72,-0.14200256,0.94480248,0.34172996,18.83544,67.616573
249.59854,91411.683,-248577.39,-136836.61,-0.14200576,0.94481422,0.34173672,18.833246,67.607984
249.59944,91411.222,-248574.33,-136835.5,-0.14200897,0.94482596,0.34174349,18.831058,67.599415
249.60034,91410.761,-248571.26,-136834.4,-0.14201217,0.9448377,0.34175026,18.828772,67.590062
249.60126,91410.289,-248568.14,-136833.27,-0.14201545,0.94484971,0.34175717,18.826326,67.579422
249.60216,91409.828,-248565.07,-136832.16,-0.14201865,0.94486145,0.34176394,18.823879,67.568768
249.60306,91409.367,-248562.01,-136831.05,-0.14202186,0.94487319,0.34177071,18.82144,67.558139
249.60396,91408.906,-248558.95,-136829.95,-0.14202506,0.94488493,0.34177747,18.818998,67.547472
249.60493,91408.41,-248555.65,-136828.75,-0.14202852,0.94489759,0.34178477,18.816374,67.535981
249.60583,91407.949,-248552.59,-136827.65,-0.14203172,0.94490933,0.34179153,18.813939,67.525302
249.60674,91407.482,-248549.5,-136826.53,-0.14203496,0.94492121,0.34179838,18.811503,67.514599
249.60764,91407.021,-248546.44,-136825.42,-0.14203817,0.94493295,0.34180514,18.809075,67.503926
249.60854,91406.56,-248543.37,-136824.31,-0.14204138,0.9449447,0.34181191,18.806647,67.493225
249.60945,91406.094,-248540.28,-136823.19,-0.14204462,0.94495657,0.34181875,18.804219,67.482508
249.61035,91405.633,-248537.22,-136822.09,-0.14204783,0.94496832,0.34182552,18.801795,67.471788
249.61125,91405.172,-248534.16,-136820.98,-0.14205103,0.94498006,0.34183229,18.799374,67.461064
249.61215,91404.711,-248531.09,-136819.87,-0.14205424,0.94499181,0.34183906,18.796953,67.450321
249.61313,91404.209,-248527.76,-136818.67,-0.14205773,0.9450046,0.34184643,18.794351,67.438754
249.61403,91403.747,-248524.7,-136817.56,-0.14206094,0.94501634,0.3418532,18.791935,67.428006
249.61493,91403.286,-248521.64,-136816.45,-0.14206415,0.94502809,0.34185997,18.78952,67.417235
249.61583,91402.825,-248518.58,-136815.34,-0.14206736,0.94503983,0.34186673,18.78711,67.406461
249.61673,91402.364,-248515.51,-136814.24,-0.14207057,0.94505158,0.3418735,18.784675,67.39659
249.61765,91401.893,-248512.38,-136813.1,-0.14207385,0.94506359,0.34188042,18.781889,67.398711
249.61855,91401.431,-248509.32,-136812,-0.14207706,0.94507534,0.34188719,18.779106,67.40083
249.61945,91400.97,-248506.26,-136810.89,-0.14208027,0.94508708,0.34189396,18.776318,67.402929
249.62035,91400.509,-248503.2,-136809.78,-0.14208348,0.94509883,0.34190073,18.773533,67.405019
249.62125,91400.048,-248500.14,-136808.67,-0.14208669,0.94511058,0.3419075,18.770747,67.407106
249.62222,91399.551,-248496.84,-136807.48,-0.14209015,0.94512324,0.3419148,18.767746,67.409331
249.62312,91399.089,-248493.77,-136806.37,-0.14209337,0.94513499,0.34192157,18.764957,67.41138
249.62402,91398.628,-248490.71,-136805.27,-0.14209658,0.94514674,0.34192834,18.762173,67.413445
249.62492,91398.167,-248487.65,-136804.16,-0.14209979,0.94515849,0.34193511,18.759385,67.415483
249.62584,91397.695,-248484.52,-136803.03,-0.14210307,0.9451705,0.34194203,18.756594,67.4175
249.62674,91397.234,-248481.46,-136801.92,-0.14210629,0.94518225,0.3419488,18.753806,67.419524
249.62764,91396.773,-248478.4,-136800.81,-0.1421095,0.945194,0.34195557,18.751018,67.421529
249.62854,91396.312,-248475.33,-136799.7,-0.14211271,0.94520575,0.34196234,18.748226,67.42352
249.62944,91395.85,-248472.27,-136798.6,-0.14211593,0.9452175,0.34196911,18.745439,67.425517
249.63042,91395.348,-248468.94,-136797.39,-0.14211943,0.94523029,0.34197648,18.74243,67.427622
249.63132,91394.887,-248465.87,-136796.28,-0.14212264,0.94524205,0.34198325,18.739639,67.42958
249.63222,91394.425,-248462.81,-136795.17,-0.14212585,0.9452538,0.34199002,18.73685,67.431548
249.63312,91393.964,-248459.75,-136794.07,-0.14212907,0.94526555,0.3419968,18.734059,67.433484
249.63403,91393.497,-248456.65,-136792.95,-0.14213232,0.94527743,0.34200364,18.731561,67.441258
249.63493,91393.036,-248453.59,-136791.84,-0.14213554,0.94528918,0.34201041,18.729152,67.450821
249.63583,91392.575,-248450.53,-136790.73,-0.14213875,0.94530093,0.34201719,18.726745,67.4604
249.63673,91392.113,-248447.47,-136789.62,-0.14214197,0.94531269,0.34202396,18.724333,67.46995
249.63763,91391.652,-248444.4,-136788.52,-0.14214518,0.94532444,0.34203073,18.721919,67.479495
249.63861,91391.149,-248441.07,-136787.31,-0.14214869,0.94533724,0.3420381,18.719321,67.48978
249.63951,91390.688,-248438.01,-136786.2,-0.1421519,0.94534899,0.34204488,18.716903,67.499312
249.64041,91390.227,-248434.94,-136785.09,-0.14215512,0.94536075,0.34205165,18.714488,67.508855
249.64133,91389.755,-248431.81,-136783.96,-0.14215841,0.94537276,0.34205857,18.712067,67.518377
249.64223,91389.293,-248428.75,-136782.85,-0.14216163,0.94538451,0.34206535,18.709646,67.527897
249.64313,91388.832,-248425.69,-136781.74,-0.14216485,0.94539627,0.34207212,18.707223,67.537408
249.64403,91388.37,-248422.62,-136780.64,-0.14216806,0.94540802,0.34207889,18.7048,67.546916
249.64493,91387.909,-248419.56,-136779.53,-0.14217128,0.94541978,0.34208566,18.702373,67.556409
249.64583,91387.447,-248416.5,-136778.42,-0.1421745,0.94543153,0.34209244,18.699945,67.565901
249.64673,91386.986,-248413.44,-136777.31,-0.14217772,0.94544329,0.34209921,18.697515,67.575374
249.6477,91386.488,-248410.13,-136776.12,-0.14218119,0.94545596,0.34210651,18.694897,67.585576
249.6486,91386.027,-248407.07,-136775.01,-0.14218441,0.94546772,0.34211329,18.692462,67.595038
249.64952,91385.555,-248403.94,-136773.88,-0.1421877,0.94547973,0.34212021,18.69003,67.604506
249.65042,91385.094,-248400.88,-136772.77,-0.14219092,0.94549149,0.34212698,18.687418,67.617604
249.65132,91384.632,-248397.81,-136771.66,-0.14219415,0.94550325,0.34213376,18.684594,67.635098
249.65222,91384.17,-248394.75,-136770.55,-0.14219737,0.945515,0.34214053,18.681765,67.65257
249.65312,91383.709,-248391.69,-136769.45,-0.14220059,0.94552676,0.34214731,18.678934,67.670044
249.65402,91383.247,-248388.62,-136768.34,-0.14220381,0.94553852,0.34215408,18.676096,67.687491
249.65494,91382.775,-248385.49,-136767.2,-0.1422071,0.94555054,0.34216101,18.673258,67.704941
249.6559,91382.283,-248382.23,-136766.02,-0.14221054,0.94556308,0.34216823,18.670197,67.723727
249.6568,91381.821,-248379.16,-136764.91,-0.14221376,0.94557484,0.34217501,18.667351,67.741162
249.65771,91381.355,-248376.06,-136763.79,-0.14221702,0.94558673,0.34218186,18.6645,67.758578
249.65862,91380.888,-248372.97,-136762.67,-0.14222028,0.94559862,0.34218871,18.661644,67.775979
249.65952,91380.426,-248369.9,-136761.56,-0.1422235,0.94561038,0.34219548,18.658785,67.793378
249.66042,91379.965,-248366.84,-136760.46,-0.14222673,0.94562214,0.34220226,18.655924,67.810774
249.66132,91379.503,-248363.78,-136759.35,-0.14222995,0.9456339,0.34220904,18.653061,67.828175
249.66222,91379.041,-248360.71,-136758.24,-0.14223318,0.94564566,0.34221581,18.650191,67.845536
249.66313,91378.574,-248357.61,-136757.12,-0.14223644,0.94565755,0.34222266,18.647319,67.862908
249.66403,91378.113,-248354.55,-136756.01,-0.14223966,0.94566931,0.34222944,18.644442,67.880266
249.665,91377.615,-248351.25,-136754.81,-0.14224314,0.94568198,0.34223674,18.64134,67.898943
249.66591,91377.148,-248348.15,-136753.69,-0.1422464,0.94569388,0.34224359,18.638455,67.916279
249.66681,91376.686,-248345.09,-136752.59,-0.14224963,0.94570564,0.34225037,18.635828,67.934623
249.66771,91376.225,-248342.02,-136751.48,-0.14225285,0.9457174,0.34225715,18.634724,67.95884
249.66861,91375.763,-248338.96,-136750.37,-0.14225608,0.94572916,0.34226392,18.633615,67.983066
249.66951,91375.301,-248335.9,-136749.26,-0.14225931,0.94574092,0.3422707,18.632505,68.007281
249.67041,91374.839,-248332.83,-136748.15,-0.14226253,0.94575269,0.34227748,18.631396,68.031509
249.67133,91374.367,-248329.7,-136747.02,-0.14226583,0.94576471,0.34228441,18.630283,68.055737
249.67223,91373.905,-248326.64,-136745.91,-0.14226906,0.94577647,0.34229118,18.629168,68.079957
249.67319,91373.413,-248323.37,-136744.73,-0.1422725,0.94578902,0.34229841,18.627967,68.106047
249.6741,91372.946,-248320.27,-136743.61,-0.14227577,0.94580092,0.34230527,18.62685,68.130283
249.675,91372.484,-248317.21,-136742.5,-0.142279,0.94581268,0.34231204,18.625729,68.154502
249.6759,91372.022,-248314.14,-136741.39,-0.14228223,0.94582444,0.34231882,18.624608,68.178727
249.6768,91371.56,-248311.08,-136740.28,-0.14228545,0.94583621,0.3423256,18.623484,68.202948
249.6777,91371.098,-248308.01,-136739.17,-0.14228868,0.94584797,0.34233238,18.622361,68.22719
249.6786,91370.636,-248304.95,-136738.06,-0.14229191,0.94585974,0.34233916,18.621234,68.251417
249.67952,91370.164,-248301.82,-136736.93,-0.14229522,0.94587177,0.34234609,18.620106,68.275642
249.68042,91369.702,-248298.75,-136735.82,-0.14229845,0.94588353,0.34235287,18.618974,68.299862
249.68132,91369.241,-248295.69,-136734.71,-0.14230168,0.9458953,0.34235964,18.617845,68.324113
249.6823,91368.738,-248292.35,-136733.5,-0.1423052,0.94590811,0.34236703,18.616625,68.350212
249.6832,91368.276,-248289.29,-136732.39,-0.14230843,0.94591987,0.34237381,18.615487,68.37443
249.6841,91367.814,-248286.22,-136731.28,-0.14231166,0.94593164,0.34238058,18.615872,68.404491
249.685,91367.352,-248283.16,-136730.18,-0.14231489,0.94594341,0.34238736,18.616549,68.435669
249.6859,91366.89,-248280.09,-136729.07,-0.14231812,0.94595518,0.34239414,18.617229,68.466842
249.6868,91366.428,-248277.03,-136727.96,-0.14232136,0.94596694,0.34240092,18.617914,68.498033
249.68771,91365.961,-248273.93,-136726.84,-0.14232462,0.94597884,0.34240778,18.6186,68.529209
249.68861,91365.499,-248270.86,-136725.73,-0.14232786,0.94599061,0.34241456,18.61929,68.560399
249.68951,91365.037,-248267.8,-136724.62,-0.14233109,0.94600238,0.34242134,18.619981,68.591587
249.69049,91364.534,-248264.46,-136723.41,-0.14233461,0.94601519,0.34242872,18.620727,68.625165
249.69139,91364.071,-248261.4,-136722.3,-0.14233785,0.94602696,0.3424355,18.621424,68.656358
249.69229,91363.609,-248258.33,-136721.19,-0.14234108,0.94603873,0.34244228,18.622125,68.68756
249.69319,91363.147,-248255.27,-136720.08,-0.14234431,0.9460505,0.34244906,18.622826,68.718743
249.69409,91362.685,-248252.2,-136718.97,-0.14234755,0.94606227,0.34245584,18.62353,68.74994
249.695,91362.218,-248249.1,-136717.85,-0.14235082,0.94607417,0.3424627,18.624238,68.78114
249.6959,91361.756,-248246.04,-136716.74,-0.14235406,0.94608594,0.34246948,18.624946,68.812342
249.69681,91361.289,-248242.94,-136715.62,-0.14235733,0.94609784,0.34247634,18.62566,68.84354
249.69771,91360.827,-248239.87,-136714.51,-0.14236056,0.94610961,0.34248312,18.626379,68.87476
249.69861,91360.365,-248236.81,-136713.4,-0.1423638,0.94612138,0.3424899,18.627096,68.905965
249.69958,91359.867,-248233.5,-136712.21,-0.14236729,0.94613407,0.34249721,18.627873,68.939566
249.70049,91359.399,-248230.41,-136711.09,-0.14237056,0.94614597,0.34250407,18.629832,68.971172
249.70139,91358.937,-248227.34,-136709.98,-0.1423738,0.94615774,0.34251085,18.632893,69.003117
249.70229,91358.475,-248224.27,-136708.87,-0.14237704,0.94616951,0.34251763,18.635962,69.03506
249.7032,91358.008,-248221.18,-136707.75,-0.14238031,0.94618142,0.34252449,18.639041,69.066989
249.7041,91357.545,-248218.11,-136706.64,-0.14238355,0.94619319,0.34253127,18.642128,69.098901
249.705,91357.083,-248215.04,-136705.53,-0.14238679,0.94620496,0.34253805,18.645225,69.130804
249.7059,91356.621,-248211.98,-136704.42,-0.14239003,0.94621674,0.34254484,18.648333,69.162698
249.7068,91356.159,-248208.91,-136703.31,-0.14239327,0.94622851,0.34255162,18.651451,69.194593
249.70778,91355.656,-248205.58,-136702.1,-0.14239679,0.94624133,0.342559,18.654816,69.2289
249.70868,91355.193,-248202.51,-136700.99,-0.14240003,0.9462531,0.34256579,18.657954,69.260765
249.70958,91354.731,-248199.44,-136699.88,-0.14240327,0.94626488,0.34257257,18.6611,69.292615
249.71048,91354.269,-248196.38,-136698.77,-0.14240651,0.94627665,0.34257935,18.664256,69.324462
249.7114,91353.796,-248193.24,-136697.64,-0.14240983,0.94628869,0.34258629,18.667422,69.356282
249.7123,91353.334,-248190.18,-136696.53,-0.14241307,0.94630046,0.34259307,18.670599,69.388107
249.7132,91352.872,-248187.11,-136695.42,-0.14241631,0.94631224,0.34259986,18.673783,69.419899
249.7141,91352.409,-248184.05,-136694.31,-0.14241955,0.94632401,0.34260664,18.676979,69.451699
249.715,91351.947,-248180.98,-136693.2,-0.14242279,0.94633579,0.34261342,18.680182,69.483464
249.7159,91351.485,-248177.92,-136692.09,-0.14242603,0.94634757,0.34262021,18.6834,69.515248
249.71687,91350.987,-248174.61,-136690.89,-0.14242953,0.94636026,0.34262752,18.68726,69.548271
249.71777,91350.524,-248171.55,-136689.78,-0.14243277,0.94637204,0.34263431,18.692239,69.574791
249.71867,91350.062,-248168.48,-136688.67,-0.14243601,0.94638381,0.34264109,18.697229,69.601265
249.71959,91349.589,-248165.35,-136687.54,-0.14243933,0.94639585,0.34264803,18.70223,69.627715
249.72049,91349.127,-248162.28,-136686.43,-0.14244257,0.94640763,0.34265481,18.707245,69.654136
249.93333,91239.484,-247436.11,-136423.34,-0.14321783,0.94920036,0.34426334,20.024596,63.086664
249.93423,91239.02,-247433.04,-136422.23,-0.14322114,0.94921221,0.34427016,20.01931,63.024775
249.93521,91238.513,-247429.69,-136421.01,-0.14322475,0.9492251,0.34427758,20.013604,62.958129
249.93611,91238.048,-247426.61,-136419.9,-0.14322806,0.94923694,0.3442844,20.008336,62.896194
249.93701,91237.583,-247423.54,-136418.78,-0.14323138,0.94924878,0.34429122,20.003099,62.834235
249.93791,91237.119,-247420.46,-136417.67,-0.14323469,0.94926062,0.34429804,19.997887,62.772214
249.93881,91236.654,-247417.39,-136416.55,-0.14323801,0.94927247,0.34430486,19.992706,62.710168
249.93973,91236.178,-247414.24,-136415.41,-0.14324139,0.94928457,0.34431183,19.987547,62.648071
249.94063,91235.713,-247411.17,-136414.3,-0.14324471,0.94929642,0.34431865,19.982421,62.585952
249.94153,91235.248,-247408.09,-136413.18,-0.14324802,0.94930826,0.34432547,19.977319,62.523772
249.94243,91234.783,-247405.02,-136412.07,-0.14325134,0.9493201,0.34433229,19.972244,62.461566
249.9434,91234.282,-247401.7,-136410.86,-0.14325491,0.94933287,0.34433964,19.96681,62.394527
249.9443,91233.817,-247398.63,-136409.75,-0.14325823,0.94934471,0.34434646,19.961793,62.332253
249.9452,91233.352,-247395.55,-136408.63,-0.14326154,0.94935656,0.34435328,19.956803,62.26993
249.9461,91232.887,-247392.47,-136407.52,-0.14326486,0.9493684,0.3443601,19.951838,62.207575
249.94702,91232.412,-247389.33,-136406.38,-0.14326825,0.94938051,0.34436707,19.946897,62.145173
249.94792,91231.947,-247386.25,-136405.26,-0.14327157,0.94939235,0.34437389,19.941987,62.082752
249.94882,91231.482,-247383.18,-136404.15,-0.14327488,0.9494042,0.34438072,19.9371,62.020282
249.94972,91231.017,-247380.1,-136403.03,-0.1432782,0.94941604,0.34438754,19.932242,61.95779
249.95062,91230.552,-247377.03,-136401.92,-0.14328152,0.94942789,0.34439436,19.926235,61.901012
249.95152,91230.086,-247373.95,-136400.8,-0.14328484,0.94943974,0.34440118,19.919716,61.846827
249.9525,91229.58,-247370.6,-136399.59,-0.14328845,0.94945264,0.34440861,19.912728,61.78839
249.9534,91229.115,-247367.53,-136398.47,-0.14329177,0.94946448,0.34441543,19.906266,61.734051
249.9543,91228.65,-247364.45,-136397.36,-0.14329509,0.94947633,0.34442225,19.899831,61.679645
249.95522,91228.174,-247361.31,-136396.22,-0.14329848,0.94948844,0.34442922,19.893423,61.625161
249.95612,91227.709,-247358.23,-136395.1,-0.1433018,0.94950029,0.34443605,19.887043,61.570618
249.95702,91227.244,-247355.15,-136393.98,-0.14330512,0.94951214,0.34444287,19.88069,61.516007
249.95792,91226.779,-247352.08,-136392.87,-0.14330844,0.94952398,0.34444969,19.874363,61.461327
249.95882,91226.314,-247349,-136391.75,-0.14331176,0.94953583,0.34445651,19.86806,61.406563
249.95972,91225.848,-247345.92,-136390.64,-0.14331508,0.94954768,0.34446334,19.861787,61.351748
249.9607,91225.342,-247342.57,-136389.42,-0.1433187,0.94956058,0.34447077,19.855057,61.292635
249.9616,91224.877,-247339.5,-136388.31,-0.14332202,0.94957243,0.34447759,19.848838,61.23767
249.9625,91224.411,-247336.42,-136387.19,-0.14332534,0.94958428,0.34448441,19.842644,61.18265
249.96341,91223.941,-247333.31,-136386.06,-0.1433287,0.94959626,0.34449131,19.836478,61.127563
249.96431,91223.476,-247330.24,-136384.95,-0.14333202,0.94960811,0.34449813,19.830336,61.072408
249.96521,91223.011,-247327.16,-136383.83,-0.14333534,0.94961996,0.34450496,19.824219,61.01718
249.96611,91222.545,-247324.08,-136382.71,-0.14333866,0.94963181,0.34451178,19.818129,60.961897
249.96701,91222.08,-247321.01,-136381.6,-0.14334199,0.94964366,0.34451861,19.811548,60.910922
249.96791,91221.615,-247317.93,-136380.48,-0.14334531,0.94965552,0.34452543,19.804139,60.867051
249.96883,91221.139,-247314.78,-136379.34,-0.14334871,0.94966763,0.34453241,19.796752,60.82308
249.96979,91220.643,-247311.5,-136378.15,-0.14335225,0.94968027,0.34453968,19.788821,60.775605
249.97069,91220.177,-247308.43,-136377.04,-0.14335558,0.94969212,0.34454651,19.781482,60.731431
249.9716,91219.707,-247305.31,-136375.91,-0.14335894,0.94970411,0.34455341,19.774165,60.68715
249.9725,91219.242,-247302.24,-136374.79,-0.14336226,0.94971596,0.34456023,19.76687,60.642768
249.9734,91218.776,-247299.16,-136373.68,-0.14336559,0.94972781,0.34456706,19.759597,60.598292
249.9743,91218.311,-247296.08,-136372.56,-0.14336891,0.94973967,0.34457388,19.75235,60.55373
249.9752,91217.846,-247293.01,-136371.44,-0.14337224,0.94975152,0.34458071,19.745123,60.509058
249.9761,91217.38,-247289.93,-136370.33,-0.14337556,0.94976337,0.34458753,19.737919,60.464291
249.97702,91216.904,-247286.78,-136369.19,-0.14337896,0.94977549,0.34459451,19.730736,60.419424
249.97798,91216.408,-247283.5,-136368,-0.14338251,0.94978813,0.34460179,19.723026,60.370997
249.97888,91215.943,-247280.43,-136366.88,-0.14338584,0.94979999,0.34460862,19.715894,60.325949
249.9798,91215.467,-247277.28,-136365.74,-0.14338924,0.94981211,0.3446156,19.708782,60.280802
249.9807,91215.001,-247274.2,-136364.62,-0.14339257,0.94982396,0.34462242,19.701692,60.235556
249.9816,91214.536,-247271.13,-136363.51,-0.14339589,0.94983582,0.34462925,19.694624,60.190214
249.9825,91214.07,-247268.05,-136362.39,-0.14339922,0.94984767,0.34463607,19.687579,60.144788
249.9834,91213.605,-247264.97,-136361.27,-0.14340255,0.94985953,0.3446429,19.680478,60.100005
249.9843,91213.139,-247261.89,-136360.16,-0.14340588,0.94987138,0.34464973,19.672355,60.064997
249.98521,91212.669,-247258.78,-136359.03,-0.14340924,0.94988337,0.34465663,19.664248,60.029846
249.98611,91212.203,-247255.7,-136357.91,-0.14341257,0.94989523,0.34466346,19.656162,59.994591
249.98708,91211.702,-247252.39,-136356.71,-0.14341616,0.94990801,0.34467082,19.647471,59.956461
249.98799,91211.231,-247249.28,-136355.58,-0.14341953,0.94992,0.34467772,19.639424,59.920944
249.98889,91210.765,-247246.2,-136354.46,-0.14342286,0.94993185,0.34468455,19.631394,59.88529
249.98979,91210.3,-247243.12,-136353.35,-0.14342619,0.94994371,0.34469137,19.623383,59.849523
249.99069,91209.834,-247240.04,-136352.23,-0.14342952,0.94995557,0.3446982,19.61539,59.813617
249.9916,91209.364,-247236.93,-136351.1,-0.14343288,0.94996756,0.3447051,19.607416,59.777597
249.9925,91208.898,-247233.85,-136349.99,-0.14343622,0.94997942,0.34471193,19.599462,59.741464
249.99341,91208.427,-247230.74,-136348.86,-0.14343958,0.94999141,0.34471884,19.591524,59.705198
249.99431,91207.962,-247227.66,-136347.74,-0.14344292,0.95000327,0.34472566,19.583607,59.668821
249.99529,91207.455,-247224.31,-136346.52,-0.14344654,0.95001618,0.3447331,19.575101,59.629505
249.99619,91206.989,-247221.24,-136345.41,-0.14344988,0.95002804,0.34473993,19.567222,59.592863
249.99709,91206.523,-247218.16,-136344.29,-0.14345321,0.9500399,0.34474676,19.559361,59.556102
249.99799,91206.058,-247215.08,-136343.17,-0.14345654,0.95005176,0.34475359,19.551521,59.519236
249.99889,91205.592,-247212,-136342.06,-0.14345987,0.95006362,0.34476042,19.543699,59.482246
249.99979,91205.126,-247208.92,-136340.94,-0.14346321,0.95007548,0.34476724,19.535896,59.445145
250.0007,91204.656,-247205.81,-136339.81,-0.14346658,0.95008747,0.34477415,19.527728,59.420722
250.0016,91204.19,-247202.73,-136338.69,-0.14346991,0.95009933,0.34478098,19.519453,59.400177
250.0025,91203.724,-247199.66,-136337.58,-0.14347324,0.9501112,0.34478781,19.511185,59.37948
250.00348,91203.217,-247196.3,-136336.36,-0.14347688,0.95012411,0.34479525,19.502296,59.357063
250.00438,91202.751,-247193.23,-136335.25,-0.14348021,0.95013597,0.34480208,19.494053,59.336107
250.00528,91202.286,-247190.15,-136334.13,-0.14348354,0.95014784,0.34480891,19.485817,59.314997
250.00618,91201.82,-247187.07,-136333.01,-0.14348688,0.9501597,0.34481574,19.477594,59.293778
250.00708,91201.354,-247183.99,-136331.89,-0.14349022,0.95017156,0.34482257,19.46938,59.272406
250.00798,91200.888,-247180.91,-136330.78,-0.14349355,0.95018343,0.3448294,19.461177,59.250909
250.0089,91200.412,-247177.77,-136329.64,-0.14349696,0.95019555,0.34483638,19.452986,59.229286
250.0098,91199.946,-247174.69,-136328.52,-0.1435003,0.95020742,0.34484321,19.444806,59.207536
250.0107,91199.481,-247171.61,-136327.4,-0.14350363,0.95021928,0.34485004,19.436632,59.185627
250.0116,91199.015,-247168.53,-136326.29,-0.14350697,0.95023114,0.34485687,19.428476,59.163622
250.01257,91198.513,-247165.21,-136325.08,-0.14351057,0.95024393,0.34486423,19.419701,59.139768
250.01347,91198.047,-247162.13,-136323.96,-0.14351391,0.9502558,0.34487106,19.411563,59.117466
250.01437,91197.581,-247159.06,-136322.85,-0.14351724,0.95026766,0.3448779,19.403438,59.095053
250.01527,91197.115,-247155.98,-136321.73,-0.14352058,0.95027953,0.34488473,19.395322,59.072499
